county,reporting,yes_votes,yes_percent,no_votes,no_percent,reporting_time,download_timestamp
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
trinity,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
yolo,0.0% (0 of 32) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:01 p.m.",2021-09-15T03:04:14+00:00
alameda,0.0% (0 of 521) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
amador,0.0% (0 of 30) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
colusa,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
contra-costa,0.0% (0 of 958) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
del-norte,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
el-dorado,0.0% (0 of 103) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
fresno,0.0% (0 of 279) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
glenn,0.0% (0 of 34) precincts reporting,4100,68.4,1898,31.6,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
imperial,0.0% (0 of 219) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
inyo,0.0% (0 of 20) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
kern,0.0% (0 of 727) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
kings,0.0% (0 of 30) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
lassen,0.0% (0 of 57) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
los-angeles,"0.0% (0 of 2,799) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
madera,0.0% (0 of 72) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
marin,0.0% (0 of 104) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
mariposa,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
mendocino,0.0% (0 of 250) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
merced,0.0% (0 of 269) precincts reporting,15561,47.8,16969,52.2,"September 14, 2021, 8:03 p.m.",2021-09-15T03:10:22+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
monterey,0.0% (0 of 188) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
nevada,0.0% (0 of 112) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
orange,"0.0% (0 of 1,801) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
placer,0.0% (0 of 265) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
plumas,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
riverside,0.0% (0 of 763) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
sacramento,0.0% (0 of 602) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-benito,0.0% (0 of 18) precincts reporting,5678,38.7,8978,61.3,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-bernardino,"0.0% (0 of 1,749) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-diego,"0.0% (0 of 1,825) precincts reporting",319033,39.4,491347,60.6,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-francisco,0.0% (0 of 611) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-joaquin,0.0% (0 of 269) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-luis-obispo,0.0% (0 of 93) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
san-mateo,0.0% (0 of 338) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
santa-barbara,0.0% (0 of 115) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
santa-clara,98.0% (499 of 509) precincts reporting,98157,21.9,349724,78.1,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
solano,0.0% (0 of 187) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
sonoma,0.0% (0 of 324) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
stanislaus,0.0% (0 of 87) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
statewide,"3.8% (684 of 18,185) precincts reporting",452837,33.6,894927,66.4,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
trinity,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
yolo,0.0% (0 of 32) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:05 p.m.",2021-09-15T03:10:22+00:00
alameda,0.0% (0 of 521) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
amador,0.0% (0 of 30) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
colusa,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
contra-costa,0.0% (0 of 958) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
del-norte,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
el-dorado,0.0% (0 of 103) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
fresno,0.0% (0 of 279) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
imperial,0.0% (0 of 219) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
inyo,0.0% (0 of 20) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
kern,0.0% (0 of 727) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
kings,93.3% (28 of 30) precincts reporting,11562,60.3,7621,39.7,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
lassen,100.0% (57 of 57) precincts reporting,5573,81.7,1251,18.3,"September 14, 2021, 8:09 p.m.",2021-09-15T03:14:13+00:00
los-angeles,"0.0% (0 of 2,799) precincts reporting",438810,23.7,1414354,76.3,"September 14, 2021, 8:09 p.m.",2021-09-15T03:14:13+00:00
madera,0.0% (0 of 72) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
marin,0.0% (0 of 104) precincts reporting,14029,15.1,78866,84.9,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
mariposa,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
mendocino,0.0% (0 of 250) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
monterey,0.0% (0 of 188) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
nevada,100.0% (112 of 112) precincts reporting,15780,40.6,23080,59.4,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
orange,"0.0% (0 of 1,801) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
placer,0.0% (0 of 265) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
plumas,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
riverside,0.0% (0 of 763) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
sacramento,97.3% (586 of 602) precincts reporting,99115,34.1,191699,65.9,"September 14, 2021, 8:09 p.m.",2021-09-15T03:14:13+00:00
san-bernardino,"0.0% (0 of 1,749) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
san-francisco,0.0% (0 of 611) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
san-joaquin,0.0% (0 of 269) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
san-luis-obispo,0.0% (0 of 93) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
san-mateo,0.0% (0 of 338) precincts reporting,39857,19.1,168578,80.9,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
santa-barbara,0.0% (0 of 115) precincts reporting,31643,32.4,65904,67.6,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
solano,0.0% (0 of 187) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
sonoma,0.0% (0 of 324) precincts reporting,30846,21.6,111874,78.4,"September 14, 2021, 8:09 p.m.",2021-09-15T03:14:13+00:00
stanislaus,0.0% (0 of 87) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
statewide,"8.1% (1,467 of 18,185) precincts reporting",1140052,27.8,2958154,72.2,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
trinity,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
yolo,0.0% (0 of 32) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
alameda,0.0% (0 of 521) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
amador,0.0% (0 of 30) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
colusa,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
contra-costa,0.0% (0 of 958) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
del-norte,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
el-dorado,0.0% (0 of 103) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
fresno,0.0% (0 of 279) precincts reporting,71820,46.4,83007,53.6,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
imperial,0.0% (0 of 219) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
inyo,0.0% (0 of 20) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
kern,0.0% (0 of 727) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
madera,0.0% (0 of 72) precincts reporting,15904,56.7,12124,43.3,"September 14, 2021, 8:14 p.m.",2021-09-15T03:20:10+00:00
mariposa,0.0% (0 of 25) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
mendocino,0.0% (0 of 250) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
monterey,0.0% (0 of 188) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
orange,"0.0% (0 of 1,801) precincts reporting",299711,41.7,419587,58.3,"September 14, 2021, 8:13 p.m.",2021-09-15T03:20:10+00:00
placer,0.0% (0 of 265) precincts reporting,51618,48.4,55029,51.6,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
plumas,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
riverside,0.0% (0 of 763) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
san-bernardino,"0.0% (0 of 1,749) precincts reporting",0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
san-francisco,0.0% (0 of 611) precincts reporting,30011,12.2,215521,87.8,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
san-joaquin,0.0% (0 of 269) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
san-luis-obispo,0.0% (0 of 93) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
solano,0.0% (0 of 187) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
stanislaus,0.0% (0 of 87) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
statewide,"8.2% (1,492 of 18,185) precincts reporting",1611195,30.1,3745169,69.9,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
trinity,100.0% (25 of 25) precincts reporting,2079,54.3,1747,45.7,"September 14, 2021, 8:12 p.m.",2021-09-15T03:20:10+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
yolo,0.0% (0 of 32) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:10+00:00
alameda,0.0% (0 of 521) precincts reporting,49257,15.3,272067,84.7,"September 14, 2021, 8:17 p.m.",2021-09-15T03:24:15+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:15+00:00
amador,0.0% (0 of 30) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:15+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:15+00:00
